id,thread_id,author,author_full,author_followers,author_likes,author_videos,author_avatar,body,timestamp,unix_timestamp,is_duet,is_ad,is_paid_partnership,is_sensitive,is_photosensitive,music_name,music_id,music_url,music_thumbnail,music_author,video_url,tiktok_url,thumbnail_url,likes,comments,shares,plays,hashtags,challenges,diversification_labels,location_created,stickers,effects,warning,missing_fields
7288363457341164801,7288363457341164801,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=25460&refresh_token=7da3a5099a676aa561f03708d447ed71&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,WATCH: Exclusive IDF footage from the scene of the massacre in southern Israel. Hamas’ cruelty knows no bounds // #idf #israel #Swords_of_Iron #reality Counter Speech ,2023-10-10 16:12:42,1696954362,no,no,no,no,no,original sound,7288363548567849729,https://v58.tiktokcdn-eu.com/video/tos/alisg/tos-alisg-v-27dcd7/o0AKJMgDKAJXZYzQ6BelCexngmQ3sB6AbXJUQN/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThL7_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=ZmczN2k3Zjo3aDY4O2lpZEBpajNoMzk6ZjVxbjMzODU8NEAuLjQ2XjE2Xy8xY15gMjEuYSM2ZC5ncjRfZGZgLS1kMS1zcw%3D%3D&vvpl=1&l=20250226112919E3DE26DB03CE2B03CE24&VExpiration=1740655811&VSignature=NJgltxUZeEqTpXF2DHu-Gw&btag=e00088000,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=34930&refresh_token=e5ba37c604979588ceb082a31154461a&x-expires=1740740400&x-signature=bafyyKV4ZvWRvqt5HXaCPELZSrs%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,IDF,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oEeIGDAnATfCweD8bAKjDAABgyK8BSR7uDnRKo/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=4832&bt=2416&cs=0&ds=3&ft=-Csk_mIRPD12N71MyE-UxMw2hY3W3wv25zcAp&mime_type=video_mp4&qs=0&rc=aDdkPGUzNDZpZGg2MzVmPEBpM25qZTM6ZjNxbjMzODczNEAyNjAuYmNeNmExNjQvXmFiYSNsLm1icjRvY2ZgLS1kMTFzcw%3D%3D&btag=e00088000&expire=1740742211&l=20250226112919E3DE26DB03CE2B03CE24&ply_type=2&policy=2&signature=3c647e45a9dd662126ee2ba3352fefbe&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7288363457341164801,,75300,105400,3808,4200000,"idf,israel,swords_of_iron,reality","idf,israel,swords_of_iron,reality",,,Counter Speech ,,,
7296082692251208961,7296082692251208961,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,"Just like these soldiers from the 7th Armored Brigade, we stand as one, together and united 🇮🇱 // ##israelunderattack##standwithisrael##hamasisisCounter Speech ",2023-10-31 11:27:15,1698751635,no,no,no,no,no,original sound,7296082765101976321,https://v77.tiktokcdn-eu.com/007a5ac1b7ca7914577f3e2d4e78b009/67c04d15/video/tos/alisg/tos-alisg-v-27dcd7/oIhjKfnNDD1KFgeofAE5cKIKgCgM0WZA4PTrkE/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThpP_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Mzc6ZWc0ZjxlOjM2ZzNkZUBpMzpzNHY5cjpobzMzODU8NEAuYDUvNmAwNjAxNjNfNDBjYSNfZ2thMmRzNi1gLS1kMS1zcw%3D%3D&vvpl=1&l=2025022611305067E6C78756315603AB8D&btag=e00088000,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=90488&refresh_token=fffb54b541156b2d2540421e3dc7e1b8&x-expires=1740740400&x-signature=bafyyKV4ZvWRvqt5HXaCPELZSrs%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,IDF,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oYmUBAJlcggffQIK6gW8DCALfyS8j0QyjNMJIT/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2656&bt=1328&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=NzNkPDY0NmY8NGRpNDtpNUBpM3l5OGs5cnRobzMzODczNEAvLWA0MGEvNTYxMS02LzQwYSNxMTM0MmRjNS1gLS1kMS1zcw%3D%3D&btag=e00088000&expire=1740742293&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=7bdc550ff32d9955707d33c74ae02e91&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7296082692251208961,,13400,4354,315,267900,"israelunderattack,standwithisrael,hamasisiscounter","israelunderattack,standwithisrael,hamasisiscounter",,,Counter Speech ,,,
7295829043163811073,7295829043163811073,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,For the 24th day in row—sirens sounding in Israel🚨// #israelunderattack #standwithisrael #hamasisis Counter Speech ,2023-10-30 19:03:02,1698692582,no,no,no,no,no,original sound,7295829116334263041,https://v77.tiktokcdn-eu.com/b59bb1ae13818c7d9ce50b4786f4719e/67c04d08/video/tos/alisg/tos-alisg-v-27dcd7/oUFPl74fKAPenBfYfAuoHnoGw7FEegyJg2Xe6eB/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThpP_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=OTw7PDhnNzszaTlmZTRnZUBpamo2OHQ5cnV5bjMzODU8NEBjLzZiYTJfXl4xNjYxMi02YSNocXJeMmRrb3NgLS1kMS1zcw%3D%3D&vvpl=1&l=2025022611305067E6C78756315603AB8D&btag=e00088000,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=90488&refresh_token=fffb54b541156b2d2540421e3dc7e1b8&x-expires=1740740400&x-signature=bafyyKV4ZvWRvqt5HXaCPELZSrs%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,IDF,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/owAfiAMNM9TfATMpMXn08GqKhuDipQRAAufeKf/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1164&bt=582&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=Ojs7Nzc2OTplPDM6NDhkaUBpM2o8cnI5cm95bjMzODczNEAwMDZhNjRiXzQxNGMzNWMyYSNub15gMmQ0b3NgLS1kMS1zcw%3D%3D&btag=e00088000&expire=1740742280&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=69dc1af499edd8343f2de15a0eea6efc&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7295829043163811073,,6063,1799,164,404500,"israelunderattack,standwithisrael,hamasisis","israelunderattack,standwithisrael,hamasisis",,,Counter Speech  🚨Operational Footage 🚨,,,
7295801251097349377,7295801251097349377,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,❤️‍🩹❤️‍🩹 ,2023-10-30 17:15:12,1698686112,no,no,no,no,no,som original,7252035791352793861,https://v77.tiktokcdn-eu.com/95997c5f46ba551efb5348933dac5435/67c04d27/video/tos/useast2a/tos-useast2a-v-27dcd7/okBM4E23SSweQ0TloKgfgX4HVaNxJJIFPeCNCQ/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThpP_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Zjc5M2Y2Nmg2OmU8N2c1NUBpM3Z5czo6Zjw5bDMzNzU8M0BjYDZhNTMtNi4xMF41M2EtYSNeX2stcjRfZGZgLS1kMTZzcw%3D%3D&vvpl=1&l=2025022611305067E6C78756315603AB8D&btag=e00090000,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dd626891faa2cc26c4b3d9978ef78f89~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=22734&refresh_token=0aac07f962408ac7fa2a0e7253354e20&x-expires=1740740400&x-signature=g%2B8F4dn%2F42Hfgz3e8NBnUBZq4ms%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,rh love,,https://www.tiktok.com/@idf/video/7295801251097349377,,3823,1290,36,84800,,,,,"She is home ‼️ ‏PVT Megidish was abducted by Hamas on October 7. Tonight, she was released during ground operations ‏Ori is now home 
with her family❤️‍🩹 Counter Speech ",,,
7295793486308101378,7295793486308101378,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,WATCH: Exclusive IDF footage from the scene of the massacre in southern Israel // #hamasisis #standwithisrael #israelunderattack Counter Speech ,2023-10-30 16:44:59,1698684299,no,no,no,no,no,Epic Music(863502),6873501791145691137,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/826033f166d448029eefc3940921daaf,https://p77-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/568a79982fd64d27bf506255ecb58f1e.jpeg,Draganov89,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oM1FgsLFtVAlOPIfGBGAR5fNGpUAuFTRi6IFee/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=5888&bt=2944&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=OThpOzxkN2dmOjM2ZGVmOkBpam04OG05cmZ3bjMzODczNEA0NTQyNTVgXi4xMTBhNS8tYSNxL15hMmRrYnNgLS1kMS1zcw%3D%3D&btag=e00090000&expire=1740742318&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=ee9ccd4cc7e5141f5b4547e69cdaae86&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7295793486308101378,,4883,3026,174,139400,"hamasisis,standwithisrael,israelunderattack","hamasisis,standwithisrael,israelunderattack",,,Counter Speech ,,,
7295723846143839489,7295723846143839489,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,“Sinwar doesn’t care anymore” // #hamasisis #standwithisrael #israelunderattack Counter Speech ,2023-10-30 12:14:43,1698668083,no,no,no,no,no,"Spooky, quiet, scary atmosphere piano songs",6817208513685620738,https://sf77-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://p77-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/ec596cc975ab4ff0a6c2591f2eab6df9.jpeg,Skittlegirl Sound,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oIQSfUeRbFziVAG2nnIAxLIGwnG0bfWrzeQnjA/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=962&bt=481&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=cnF8b2hsc2d3SkBwaHIxaDFybndmZjtoMzNoZmhkPDw0M2Y5OUBpM2c6aXM5cjdzbjMzODczNEBjRl5Nc3FePmJKYSNvYF90aHFmOiNiMzEwMS0zXjYxL2ExYjAtYSNocmFyMmRzcHNgLS1kMS1zcw%3D%3D&btag=e000b0000&expire=1740742262&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=136b0ae3ae8cbfc21808341ea2eb4277&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7295723846143839489,,5286,2160,120,407000,"hamasisis,standwithisrael,israelunderattack","hamasisis,standwithisrael,israelunderattack",,,Counter Speech ,,,
7295696458861317377,7295696458861317377,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,"What the ""Ministry of Energy"" Doesn't Want You to Know 🤨 // #hamasisis #standwithisrael #israelunderattack Counter Speech ",2023-10-30 10:28:28,1698661708,no,no,no,no,no,original sound,7295696555578100482,https://v77.tiktokcdn-eu.com/647e0bd64f25dc1608695502de3f754e/67c04d2a/video/tos/alisg/tos-alisg-v-27dcd7/oYfRS70emUIlhAGUFYGfhqLwWWnfAJcgrIhTwQ/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThpP_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=Njo7ZjpoaDg6ODplNWVkOUBpam5yZ3E5cnFybjMzODU8NEAwLTA2NTBeXjYxLjA0MDQuYSNiZDEyMmRjXnNgLS1kMS1zcw%3D%3D&vvpl=1&l=2025022611305067E6C78756315603AB8D&btag=e00090000,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=90488&refresh_token=fffb54b541156b2d2540421e3dc7e1b8&x-expires=1740740400&x-signature=bafyyKV4ZvWRvqt5HXaCPELZSrs%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,IDF,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oYCgpMR2fAG8A6A9gvjiKelf8ALsMfuIzhYWe5/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=2168&bt=1084&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=Z2U5Nzs8aTg2PGlmZzs8OkBpamV0dHc5cnlybjMzODczNEAzLWJfXy5hXmAxM19eMF9fYSNrcl9mMmRrNHNgLS1kMS1zcw%3D%3D&btag=e00090000&expire=1740742314&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=00767e47c478716bb33a7e40683f0363&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7295696458861317377,,3184,1715,142,69800,"hamasisis,standwithisrael,israelunderattack","hamasisis,standwithisrael,israelunderattack",,,Counter Speech ,,,
7295588736606260482,7295588736606260482,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,"So, what’s your response?  #idf #soldier #israel  Counter Speech",2023-10-30 03:30:28,1698636628,no,no,no,no,no,original sound,7295588794462833410,https://v77.tiktokcdn-eu.com/1c4e40ecb486be9670738cd5879ae8d8/67c04d0f/video/tos/alisg/tos-alisg-v-27dcd7/ocxQU9iWEFC75PSgYJ9DQbSNy2IVNtlf8BRfB1/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThpP_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NDtoNWhlOmc5OWQ7ZjM8M0BpanU3dHA5cnBsbjMzODU8NEBjLjYyMTRgXjIxMDQ1XjMyYSMyYTJyMmRzM3NgLS1kMS1zcw%3D%3D&vvpl=1&l=2025022611305067E6C78756315603AB8D&btag=e00088000,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=90488&refresh_token=fffb54b541156b2d2540421e3dc7e1b8&x-expires=1740740400&x-signature=bafyyKV4ZvWRvqt5HXaCPELZSrs%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,IDF,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oIMfHAJfIKffMQQn18MIi3eMRC4CIAiCgXAOXp/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=3082&bt=1541&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=Omk1aThnZmk8O2k1ZDY2ZEBpamtmdnk5cmVsbjMzODczNEA2LjViL2AxNV8xYDIxYC4zYSMtczFmMmRzLXNgLS1kMS1zcw%3D%3D&btag=e00088000&expire=1740742287&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=6f6464641f0aa0d9fb04fcf7469f1e84&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7295588736606260482,,6858,3208,692,114600,"idf,soldier,israel","idf,soldier,israel",,,"How 
would
 you 
respond 
to 
the terrorists Counter Speech who
stormed
your
childhood 
home, tied 
up
your
mom
and
dad, and 
then
proceeded
to
shoot
them
point-blank
in the
head and 
burn
their
bodies? How
would
you
respond
to the 
terrorists  who
barbarically
attacked
your
newborn 
baby brother
in his crib and
k*lled
him
in
cold
bl00d? How
would
you
respond 
to 
the terrorists who 
m*rdered
your
pregnant wife, cut open
her 
uterus 
and
l*nched
your 
unborn
son or daughter? Really, 
what 
would
you
do? Tears
are not
enough.  Protesting
is not
enough.  We
must
dismantle
H@m@$’
terrorism 
altogether.  This
response
is 
necessary 
and
justified. ",,,
7295526580741229825,7295526580741229825,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,"In response to launches from Syria toward Israel earlier this Sunday, an IAF aircraft struck military infrastructure in Syrian territory.  #idf #soldier  Counter Speech",2023-10-29 23:29:23,1698622163,no,no,no,no,no,original sound,7295526652401961729,https://v77.tiktokcdn-eu.com/8049197277f8feaa54422fc290c1269f/67c04cf2/video/tos/alisg/tos-alisg-v-27dcd7/oAJFGQtUAQvEYmIYWQe8FX6fpM6ijdQRYneeTA/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThpP_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NTY1aDc2ZWUzZ2VmaTk6ZkBpM2Z4OXQ5cm9objMzODU8NEAzNTA0NWMuXjExMjU1XjVeYSMxcmczMmRzaXNgLS1kMS1zcw%3D%3D&vvpl=1&l=2025022611305067E6C78756315603AB8D&btag=e000b0000,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=90488&refresh_token=fffb54b541156b2d2540421e3dc7e1b8&x-expires=1740740400&x-signature=bafyyKV4ZvWRvqt5HXaCPELZSrs%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,IDF,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/ok5FAEBiQJRQBpZ4xfozeIunltC6MDp5PJEgAB/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=540&bt=270&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=PDs7ODg7OTQ3OGhlaDM3O0BpM3Zpc245cnhobjMzODczNEAuNS82XjEwXy0xLTAvYDBfYSNkL2ZgMmQ0aHNgLS1kMS1zcw%3D%3D&btag=e000b0000&expire=1740742258&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=b3b85a5dedb745dd9e3cfbdbce710b23&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7295526580741229825,,1763,857,13,65900,"idf,soldier","idf,soldier",,,Counter Speech 🚨 Operational Update 🚨,,,
7295335070162849026,7295335070162849026,idf,IDF,535900,80,875,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=10399&nonce=47372&refresh_token=841465d71df5aea6b668dd80e3e7a645&x-expires=1740740400&x-signature=SdXzS7SRplDyllrv5Rd4GMbXOa4%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,Hamas’ underworld of tunnels and terrorism.⚠️ // #hamasisis #standwithisrael #israelunderattack Counter Speech ,2023-10-29 11:06:06,1698577566,no,no,no,no,no,original sound,7295335162418465538,https://v77.tiktokcdn-eu.com/017c20cfd1e7cc6b3c1afa814e8e3a57/67c04d23/video/tos/alisg/tos-alisg-v-27dcd7/ow5uyubEQEg2L57BjPlUeDLBPYUoQj1fgCVF5J/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThpP_4OXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NTY6aGg4O2dmNzs3PDlkNkBpM2pnZ3E5cmU2bjMzODU8NEBiLzUzLy81X2IxNi0uXjVgYSMuMDAyMmRrbXNgLS1kMS1zcw%3D%3D&vvpl=1&l=2025022611305067E6C78756315603AB8D&btag=e00088000,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a71f51badeed508575fbe5da6dbeb4a~tplv-tiktokx-cropcenter:1080:1080.jpeg?dr=10399&nonce=90488&refresh_token=fffb54b541156b2d2540421e3dc7e1b8&x-expires=1740740400&x-signature=bafyyKV4ZvWRvqt5HXaCPELZSrs%3D&idc=no1a&ps=13740610&shcp=81f88b70&shp=a5d48078&t=4d5b0474,IDF,https://v16-webapp-prime.tiktok.com/video/tos/alisg/tos-alisg-pve-0037c001/oYQReLUTHFMeGdGyIed5tAgAIDPbQfVtFBhAGL/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=1820&bt=910&cs=0&ds=3&ft=I~da4onfD12Nv3.yqeIxRO2NWl-H-UjNSWopiX&mime_type=video_mp4&qs=0&rc=NTtpNjU2aWllZTxmZTNlN0BpM3l3Z285cmc2bjMzODczNEBfX182LmEzXy0xLjYxLy80YSMxL2peMmRrbHNgLS1kMS1zcw%3D%3D&btag=e00088000&expire=1740742307&l=2025022611305067E6C78756315603AB8D&ply_type=2&policy=2&signature=2b3478af3dd0f87a69145d96f1209758&tk=tt_chain_token,https://www.tiktok.com/@idf/video/7295335070162849026,,7341,2011,215,111600,"hamasisis,standwithisrael,israelunderattack","hamasisis,standwithisrael,israelunderattack",,,Counter Speech ,,,
